# position_id	bag_size	CGP
quality-20260730-b4-p007	4	6ReSTRIVE1/COElOME5IF1/12O2/7W4L2/7ARTIGI2/W4J1I4N2/A3DO1N7/X2PACHA7/I1G1LO1G4B2/EQUAL2E4L2/RES1OF1SUNKIE2/1EH1PI6N2/1MY2V6D2/ZA3E9/O2TURNT7 AABDEIY/DENRSTT 348/311 0 -lex CSW24
quality-20260730-b4-p008	4	13PA/12BAY/2G8MYC1/2R7JOLE1/2O1K5IWIS1/2V1N5N1N2/1RELIqUE2N1E2/2T1V2AUDITS1A/3DE2RHO4S/3U5WAGGAS/2QUOP4BOI1E/3M10Z/1DEvIATOR6/2LITHE8/3R2FIE6 ACEENNT/AEILORT 386/376 0 -lex CSW24
quality-20260730-b4-p009	4	15/15/2G12/2R12/2O1B10/1QUOIT1POZ2I2/2F1L1EEW3M2/3WATERERS1B2/4YALE2I1A2/3DEV3AR1L2/4R4IT1m2/1DENSITY1NUTs2/HAM2NOO1GIO3/AEON5ANE1XU/P5VIDS1AKIN ACDEGLR/EFHISTU 450/311 0 -lex CSW24
quality-20260730-b4-p010	4	SERRANID6M/7e6u/3N3R6R/3I3I3FUCI/3QI2DOWDY2A/3AL2I6T/3BI2N6E/4AJUGA5S/4LOG1WIT1B2/10AVYZE/9UM1KO1/3LATHIER1HEN1/2POTEEN3ODE1/4EX5V1S1/11E3 CEFGOPU/ENOORST 434/395 0 -lex CSW24
quality-20260730-b4-p011	4	7T7/7E7/7M7/7P7/7o7/3COVER7/1AUA3A6R/QI1WAMBLY4YU/U1JEDI7OF/E1ADOZE2G3DO/E1W3STARLeT1U/N1AL5O1FEDS/2NA3N1T2XI1/3R3E1T5/HEINIE1BLOOPIER AGHINST/CIINOSV 308/402 0 -lex CSW24
quality-20260730-b4-p012	4	4G7HOB/4OP6OKA/4XI6NEW/5N6G1T/4FE8I/4OY2OVERAGE/4U1JOUR5/3ULNAD1OCICAT/4E1BANT2Y2/12T1M/7A1THRIVE/7Z4S1W/7OILERIES/7L6E/1SQuIRMED5D FIILNSU/AAEENPT 412/295 0 -lex CSW24
quality-20260730-b4-p013	4	7G7/7O1L5/2JUTE1L1E1H3/QUARE2E1V1O3/4SWAMPiER3/6G2T1MO2/6U2A1OX2/3TABID1T1NE2/6Z2E1ARD1/5HE4L1I1/4TO7n1/3BIKING4E1/ONIONED6R1/4NY7I1/WASPY5SAICE FILORRU/ACDEFIN 443/294 0 -lex CSW24
quality-20260730-b4-p014	4	3UNHAILEd4/1TUG1U1DIXI4/4QI7C1/4O2WAWA2R1/4R1POSEABLE1/4M8O1/3TA2NITINOL1/JAVA1MUON3FIZ/3B2TYKE3S1/1FLaNGES5E1/3R11/3D11/2HERO9/1REDEYE8/15 ACDEPRV/AENOSTT 416/389 0 -lex CSW24
quality-20260730-b4-p015	4	3NOVERCAl4/1KNOP2E1PUG3/3DEVIATORY3/UNAI3L3T3/4G2T3R3/1Q2A2O3A3/1U2L2N3s3/1I1ZOWEE1MEHNDI/1TRACERS7/BE2H10/U3E1LENTIGO2/B1AIDOI8/A14/L14/S14 AIMRTWX/DEFIJSY 346/409 0 -lex CSW24
quality-20260730-b4-p016	4	12GO1/12oX1/11LOYS/7S2EON1H/7T2EWE1U/7I3NY1T/7B2REs1T/7IVIED1WE/7N2H2OR/3BUGLE1JA2O1/2VIGIAS1ARC3/10DA3/AURUM3CLEFT2/P3AZIDE1N4/P3REFOLDS4 IMNNOOT/AEIIKQR 453/375 0 -lex CSW24
quality-20260730-b4-p017	4	7NOTARIsE/13P1/8CIG2I1/7BARElAND/6EATEN2A1/4YIRR5G1/8V1B1DEF/7COTIJA1A/8Z1NOW1V/8H1K1TOE/2FUGAL1D1ST1E1/3POWINS2R3/2LOX5HAUD1/11N3/11QUIM EEEORTU/EILLMOS 406/352 0 -lex CSW24
quality-20260730-b4-p018	4	7O7/DZO1M1OUTLINER1/1ANTIDOTE6/1GO1N2N1V4P/4i2A1ES3I/4S2M1XU3A/4T2E2BABUS/4R2DOOLY2T/3FY3KOA3R/3R3WEFTS1PE/3A6EH1A1/3G6DE1I1/3I7A1N1/3L7V1C1/3E7E1H1 EJLNQUW/AEGIIR? 439/417 0 -lex CSW24
quality-20260730-b4-p019	4	WE3F9/AX2JA9/IO1GUV3P4Z/1D1ODA3T4A/1E1LO2FREEBIEs/1R1L2C2R4T/1MAE2I2Y4R/2GREININg4U/1PO3Q2I4G/1E7A3KI/VAWTE8A1/1C2NOTIONS2S1/HE11E1/AD11S1/O14 ELMNRSU/DHINOUY 360/401 0 -lex CSW24
quality-20260730-b4-p020	4	15/11T3/9R1R3/6YAGE1I2U/7T1E1c2N/7WOF1L1OW/3S1ZOAEA1A1Ee/FENT2XI1BIDS1A/3E1ION1L2C1R/3D5E2ABY/3D8RE1/3I7CINQ/2MEITH5ET1/3S1OU4PROO/5DEVOLVE1SH AGILMNT/AGIJKPU 391/373 0 -lex CSW24
quality-20260730-b4-p021	4	10EDIFY/9G3I1/9AB2N1/9PEC1G1/10NO1A1/10JO1N1/2R7ELDS1/2U3MERKS1I2/2L2MAW4D2/2L3NTH3O2/2I1IWI1ATOP3/QUOIT1CATERER2/2n12/1ASSEZ2NEUTRAL/5EXtERNE3 AGHIIOY/BEFOTVV 414/371 0 -lex CSW24
quality-20260730-b4-p022	4	11GALE/9ZOAEAS/11B1R1/4s4TOY1R1/4QI3OM2U1/4UN3YO2P1/4I2R2V2E1/4B1JAVAS2R1/4b2S1R5/2THEW1H1E5/2AUREOLED5/FAWN3I7/4TOOK7/3TAXIED6/LOGIE3EDUCING CEEIMNS/DFIINPT 296/417 0 -lex CSW24
quality-20260730-b4-p023	4	15/15/15/15/3JOEY3U4/5DARLING3/3A4O1HA1A1/CUING1CWM1AZOLE/3O4A1IO1I1/2FRISEES1LOPE1/3EFT1N1PE1IN1/3X3V1AD1LAG/3i3Y1W2IT1/1TRAIT3K3E1/4DEBT2QURSH BDEIRSV/EMNORT? 356/418 0 -lex CSW24
quality-20260730-b4-p024	4	15/13C1/2REDLINE4A1/8RILIEVO/9NOONER/3DROUTHS3A1/10BEETS/7AECIA2W/6FAD1G3E/5KI3T3R/2EVZONE2IT2F/4ANGA2Ma2S/6A3EL3/1BRUX1N4A3/3PIGSTY2Q3 MOOOPU?/EHIJLTY 322/278 0 -lex CSW24
quality-20260730-b4-p025	4	3Q3M7/3U3AH2R3/2GAZOOKA2E3/3RE1BONDUC3/3EX3T2A3/6FELDGRAU1/5C2E2R2W/3BIOTAS2I2I/3I1W5E2L/3T1P5D1HI/3S9O1/3I9O1/2DEMANS5V1/3RETYPING2E1/7AN1OVERT AEJLNUY/EFILN?? 430/337 0 -lex CSW24
quality-20260730-b4-p026	4	11Q2P/10ZINGS/9WANE1T/7BOOBS3/10R4/3E2V2JAp3/3U1NOX1O1R3/3G2LIRI1EUOI/3E2K2N1F3/3N7A3/RADIOED1HUIC3/3C1EUOI2E3/6ReDFISH2/TALLAGE1EAT4/4TIDY7 ELMPTWY/AEMNRST 392/344 0 -lex CSW24
quality-20260730-b4-p027	4	7POO3DO/7lOU1G1IN/6JAP2OWN1/6AG1L1WETA/6MU1ELFS1T/4LOBI1XI1T1H/4A2EDIT3E/4V2RUSHY2I/1C2A3N1I3s/NAVIGATES1F3E/1Z2E5Y4/AIRNS10/1Q13/1U13/BERM11 ADENRRT/CDEEKLO 314/440 0 -lex CSW24
quality-20260730-b4-p028	4	1T9J3/1H9O3/1I9R3/BENE7SI2/1VAMP2E4D2/KI2AZON4I2/EN5S4O2/AG3WHIO1XEBeC/7LUAU1L2/6VARY2A2/7G4S2/6DEERLETS1/4DUAD7/1EQUITY8/FLITT1sCOPING2 AAEOORW/IMNNORT 382/401 0 -lex CSW24
quality-20260730-b4-p029	4	3PROBE7/2G1A8JO/2A1R1Y4UFO1/2L1I1EF1VINEWS/2ANTIWOMAN3E/2B1I2R1U4C/2I1E2N1L4T/2E1S1VINT4I/2HE3C1ES3O/3A3A1DOD2N/3G3L2XU3/3E7R3/3R7O3/3l5QIS3/3Y1KHAZI5 ADEEGT?/AELMOPT 380/415 0 -lex CSW24
quality-20260730-b4-p030	4	KOP3BAEL5/1MONTRES7/2R3SHROVInG1/2T7IT3/2A1E5BA3/2L1SQUARER4/2E1L5I4/2D1O2ALOOF3/4Y3I1NEG2/4N3G2DE2/4E3A1HEN2/8T1AXE2/7AI1W1T2/7JO1E2ZA/7IN1DOWED IINSTY?/CFMUUUV 361/457 0 -lex CSW24
quality-20260730-b4-p031	4	13UM/13HA/14L/14W/13AA/13R1/2VEX1C5BI1/3RIVAL2CHELA/1PIRS1U5EL1/5OK5FA1/3GOOSY5T1/2QI3OUTGONE1/1DISTAIN3WUD1/TINT1GOIER5/EF2BENS1EARDED EENNPZ?/EIJMOT? 333/388 0 -lex CSW24
quality-20260730-b4-p032	4	10EVICT/7P5L1/2L3JAW4A1/BRANK2N5D1/E1R1APATITES1I1/R1U4O1AMIAS1/G1M4F5T1/E2HAZILY2Q3/N1EIDE1E3U3/4OXO4I3/6SURFING2/1BOVINEs3O3/8WORSED1/15/15 AEEEORT/DGHLNTY 316/455 0 -lex CSW24
quality-20260730-b4-p033	4	7S3VOLT/GOEL3A3OPA1/1HEAVE1T3TEC1/COND3U2FENS1/O6R2L4/R4QIN1WO4/M1EUOI1I1UG4/l5BIRD5/EW3BOD1U5/TI2HYP8/1ZITE10/LATEX10/1R13/1D13/ASININE8 AAEINRY/AAEFMS? 334/421 0 -lex CSW24
quality-20260730-b4-p034	4	ZA2L2I2G1ACK/1HOBO1INDRI2A1/1ALOO2FE1D1AW1/2MOI2aX1JUVE1/3NE2N1PE1ID1/3I1V1T1OE1D2/3E1LARNT5/3SNOWY1B4N/5G3O2Q1I/9I2U1T/7CULT1A1R/9SAUGHY/12S2/15/15 EFIMRST/EEPRRT? 330/388 0 -lex CSW24
quality-20260730-b4-p035	4	11QUOP/11U3/11ETH1/11ERE1/10KNUR1/7C2A1ID1/7U2B1S2/7ZAG2MIG/8WINDS2/6HAAF5/3JIBE7T/2VAT1MEdEVaC1A/6PLOW2ION/ADORERS5OFT/LODEN2TRIGON1I AEEINXY/AEILRTY 389/368 0 -lex CSW24
quality-20260730-b4-p036	4	7V6P/7I3G2A/2T4X2JAW1Y/2A2BIER1APO1E/2U1BINNED1YODE/2H5C1V1LO1/2O4QI1O1EFF/2U3TUTELAR1R/2ST3OE1T3I/3A1GED1ZA3A/3CRONS1OI3N/3T5ES3D/9AMIE2/9L5/15 EINRU??/EGLMNSW 435/251 0 -lex CSW24
quality-20260730-b4-p037	4	7O3FOPS/7OM4H1/7FE3TO1/3Q4R3IN1/3U4G3BE1/2TINCT1EH2ID1/3C4EE1JA2/3KAZOOs1GULAS/4RAX4B3/5PONY2A1V1/7AUDITEE1/1RUNDALE3E1N1/2GAIT7E1/13W1/10WYLES EIIMNRV/ADILRS? 395/360 0 -lex CSW24
quality-20260730-b4-p038	4	5PHIZ6/8APNOEIC/14A/14R/11U2O/4V4QIN1YU/3IO2AJI1L1AS/2UNLINE1SMIDGE/3LA6S2R/3ANY3E1T3/2BITO3EWE3/1TOD5WAD3/1EX2FARM1B4/1T2CEREOUs4/1H5FIG5 AEEKNRS/DELOTV? 323/423 0 -lex CSW24
quality-20260730-b4-p039	4	13QI/3D1BE2ZA1OI1/2MEGOHM1IN1L1D/3L5GAUFER/3V1T4S1A1U/3ECH6C1X/4OI3N2T1I/3WOO1BLOOKS1E/2JUN1AYIN1U2R/1WANTERS1G1L3/3NY6F3/3E7I3/3R3AEROsAT1/15/15 ADEERST/DEIPPV? 378/355 0 -lex CSW24
quality-20260730-b4-p040	4	13IF/2Q6JAB1NA/1MA5REZONED/NUTTY4SUN1RE/1L2GEOLaTRY1T1/1C1COW4I2I1/1H8E1GAG/6EPEES1ISO/6MOWA2R1A/5NUDER2O1L/9DOH2I/10PIU1E/10ANTIs/15/15 AADKLVX/BEIORST 342/419 0 -lex CSW24
quality-20260730-b4-p041	4	13YA/8JANNIES/9T1OOR1/2VAWTE2R5/5ALOGICAL2/9PI4/4P5T3N/3HAZED2AR2o/3ET1XI2DO2C/3UT2MEVEs2E/3GI5LIB1N/2WHELM4NU1T/2OSSIA4EFFS/11DOO1/13Y1 AEGINOR/DEEQRRU 369/381 0 -lex CSW24
quality-20260730-b4-p042	4	12ZIP/5SOLIDATEd1/5OP1OORIE1C/5LI7H/4FeNDERS3I/5ME5QIN/5N1AETATIS1/5EWW2RAN2/4OR9/4V10/4U2FLEY4/4MORAINES3/7D1EXIT2/1OUTLEAD7/BUG4Y7 AABGGKV/CEJNRTU 324/374 0 -lex CSW24
quality-20260730-b4-p043	4	14K/13LO/13EW/8EMETINS/4INERTIA2T1/3COY7OU/G1JO2DIOTA3R/L1OR2INWITH2B/O2AGUE1OLEA2A/V2C10N/EM1L10E/1APE10R/1GU12/1IF2ABASINg3/2FUNDER7 AHQSTXZ/DEEIRS? 372/350 0 -lex CSW24
quality-20260730-b4-p044	4	6JEHU1Q3/1ANTICAR1N1IN2/2I5GAD1O2/2T5EWE1N1H/2R4FLAX1S1O/2I4A1R2K1N/2C4B1E2I1E/6sUASIVELY/7R4R1P/5V1D6O/5OBE6T/5WIN7/1EAU2Z8/1LIGATES7/6SOUMED3 AEGOOR?/DFMOPTT 415/453 0 -lex CSW24
quality-20260730-b4-p045	4	UR9Q3/LO9A3/AVOW7D3/ME1OBOE2R1I3/AD2I4IFS3/4V4ZE4/4I3FAENA2/1M1JAUNTY1DOXED/1AUA6i3I/1T1WINTLE1N2BE/1R8G2IT/1O8S2OH/1N12E/1A12R/1L5dIETHERS CENPPSU/CEGKORT 459/341 0 -lex CSW24
quality-20260730-b4-p046	4	A6Z7/D2O1J1E7/VILIFIER3G3/E2DEG1O2QI3/WE1ITS4AE3/1R1AI2DITT4/1U2C1XU7/1V1WHAUP5BA/2FOE3TENdRON/1KO1SAPpILY4/1ON7MAG2/2N12/CLEANOUT7/2D12/15 BEILNST/AEORRSY 375/326 0 -lex CSW24
quality-20260730-b4-p047	4	7ATAXY3/8U4E1/2RETEM1L4V1/3AEGIRITES1AM/2ORDO2P2O1DA/7NAZIR1EN/8N2A1RE/3BIzJETS1LOST/9UG1U2/4UNCORKING2/9HE1h2/10D1L2/12I2/9VIBES1/11ODIC AFFIOQY/AEHNOWW 370/424 0 -lex CSW24
quality-20260730-b4-p048	4	4T10/4A10/4B6BEET/4U2RENAILS1/4L5J4/4AERONAUT1I1/4T5G2N1/MOLDER1OUPA2CH/9O3IO/9K3TO/9E3EF/7CADAGAS1/1MIDI2H2YOW2/2DINNLINg1VERY/TREF3V7 AEEGIIZ/EPQSSUX 328/407 0 -lex CSW24
quality-20260730-b4-p049	4	7G6C/7A6I/1QUAG1OUTVIEs1V/2RHEA1Z3N1RE/3IMBUE2LO1IT/9JAW1M1/9AX1YUP/4FADO1S2E1i/3PALAEOS4N/4ETH2IT3N/9DEY2O/10NO2C/10TWINK/11E2S/7TROAD3 EGIILNR/BEEIORS 345/362 0 -lex CSW24
quality-20260730-b4-p050	4	13YO/12JAR/11ZAG1/11OI1H/10HALVE/7SUQ2A1D/4IKAT2B1b1G/3FOYNE2I1L1E/3L3WEENIEr1/3A6D4/3T2COTTIERS1/2PIRN1XI6/2ER2WON6/2BO4STERNUM/1VANADIC7 EEFRSTU/ADEIOPU 354/430 0 -lex CSW24
